SL1344_v1	EEP	MEP	LEP	ESP	LSP	25C	NaCl	Bile	Low_Fe	NoO2S	NoO2	Oxygen	NonSPI2	InSPI2	Peroxide	NO	Macrophage
SL1344_0461	25.94	26.70	22.90	15.04	6.86	23.46	23.50	31.73	35.95	36.29	23.97	22.73	21.85	17.17	13.21	27.81	15.65
SL1344_0052	29.53	24.14	23.15	15.71	1.01	18.03	11.77	32.10	23.04	20.92	22.57	23.60	18.95	19.84	4.56	9.83	40.22
SL1344_0462	28.92	19.71	22.51	23.89	228.62	25.53	77.00	30.49	30.68	34.92	13.95	8.39	32.12	10.86	26.03	23.49	293.39
SL1344_0464	123.76	69.87	152.87	110.26	23.15	122.97	95.66	221.73	90.19	12.98	16.23	106.56	81.73	168.03	57.42	104.71	111.01
SL1344_0465	170.46	130.92	90.18	58.02	105.85	78.79	252.54	186.84	128.15	124.95	68.78	117.86	62.68	63.48	46.96	80.19	155.60
SL1344_0466	531.52	385.75	172.06	120.96	510.25	180.76	1061.35	573.44	445.71	262.35	122.78	317.44	134.53	200.81	314.40	274.09	326.05
SL1344_0467	431.69	338.03	200.07	216.95	729.83	185.96	868.74	285.71	455.61	383.03	167.54	308.94	130.04	165.85	592.38	342.25	174.97
SL1344_0468	144.36	121.17	96.29	51.24	3.22	79.38	65.97	221.95	124.48	39.81	55.61	157.13	77.14	70.58	15.51	40.31	88.12
SL1344_0469	143.31	110.43	95.04	56.92	5.11	75.68	93.67	200.52	126.66	49.98	53.05	143.71	63.33	74.39	12.50	53.85	107.49
SL1344_0470	75.91	75.29	58.32	53.79	17.52	62.04	171.88	99.77	89.90	65.17	32.37	61.58	69.05	35.60	16.79	60.70	64.75
SL1344_0471	54.00	40.31	32.73	13.57	1.41	36.15	29.63	35.44	30.03	14.19	20.98	36.59	29.90	26.04	4.18	18.79	31.58
SL1344_0053	4.92	5.53	8.39	6.83	0.36	2.02	2.87	7.87	7.64	11.66	5.65	6.21	5.55	7.28	2.00	6.28	13.67
SL1344_0472	29.55	24.97	26.47	27.77	4.65	21.59	28.96	39.82	36.42	37.83	36.25	32.01	27.01	22.42	14.75	17.99	52.59
SL1344_0473	27.57	26.14	22.40	11.58	1.86	32.29	33.41	45.41	37.08	21.10	11.23	29.87	31.60	27.97	10.77	20.43	57.04
SL1344_0474	20.56	20.64	11.55	11.66	1.93	9.93	24.53	33.47	24.74	9.47	14.33	24.21	20.24	18.98	9.15	11.04	35.71
SL1344_0476	223.66	106.11	100.46	38.62	1.47	133.75	63.43	113.23	85.79	19.92	21.56	94.10	173.25	86.35	15.24	21.51	190.44
SL1344_0477	185.39	144.04	100.61	61.62	13.42	144.00	87.49	119.19	123.71	76.55	90.82	108.00	108.14	80.46	15.15	67.45	90.00
SL1344_0478	157.67	137.32	84.27	53.22	3.97	97.92	42.40	169.73	92.65	35.43	49.80	96.01	100.51	128.77	8.59	26.75	148.56
SL1344_0479	236.93	267.01	151.42	55.70	1.44	148.55	48.28	218.40	171.23	59.81	91.17	163.50	131.07	129.46	8.35	29.39	85.39
SL1344_0480	250.93	752.01	72.64	58.40	2.26	75.55	1011.36	802.27	1162.98	102.98	40.11	227.22	171.79	164.74	27.11	66.42	107.84
SL1344_ncRNA_38	29.59	59.46	93.62	202.39	133.34	36.65	98.85	1.38	65.99	137.16	182.33	131.45	148.10	197.63	152.77	250.30	112.12
SL1344_0005	49.44	60.66	41.82	34.24	2.57	27.37	62.84	95.28	63.47	51.37	44.17	42.75	42.87	47.92	365.08	35.78	101.05
SL1344_0054	4.83	5.39	6.81	9.50	10.48	3.25	10.85	8.94	7.94	15.40	7.34	8.54	6.56	15.30	4.97	10.24	19.28
SL1344_0481	221.39	235.81	241.91	75.09	1.83	256.56	167.41	302.06	165.11	43.35	56.71	208.78	137.86	128.36	11.44	26.03	91.60
SL1344_0482	33.98	47.36	43.38	30.80	27.40	28.75	47.76	61.03	48.89	33.39	43.29	49.15	33.19	21.00	462.48	29.38	35.12
SL1344_0483	1.90	1.95	2.87	1.99	0.45	0.14	2.03	5.44	3.19	4.75	2.45	1.50	1.31	1.57	0.18	0.92	5.21
SL1344_0484	67.79	50.22	35.38	10.54	3.15	51.96	16.74	58.95	37.62	14.55	8.25	25.58	36.73	25.74	5.12	9.64	41.75
SL1344_0485	44.23	42.36	40.70	59.47	5.82	24.67	47.58	43.94	40.64	18.92	24.03	100.93	51.42	33.51	34.76	46.58	78.04
SL1344_0486	18.24	12.14	10.22	5.42	1.99	12.69	11.84	22.98	18.25	12.44	6.66	11.33	15.33	6.50	3.93	24.68	7.27
SL1344_0487	33.26	43.55	73.57	63.91	4.10	29.96	43.71	124.43	50.67	53.57	29.38	48.87	50.75	27.55	8.61	25.12	48.79
SL1344_0488	76.58	74.11	46.86	45.06	4.80	55.71	71.94	109.14	95.21	53.19	63.19	61.17	54.81	70.30	13.24	33.37	55.99
SL1344_ncRNA_39	52680.96	39032.35	49225.52	71053.25	86436.51	34392.17	47567.65	30503.75	41140.43	53608.04	43033.24	34275.81	87393.28	67609.89	141708.74	175593.94	25183.09
SL1344_0489	29.96	24.62	17.88	12.31	2.58	19.50	33.48	41.10	30.29	25.26	20.79	26.43	26.50	21.62	4.32	15.76	40.61
SL1344_ncRNA_6	94.65	76.93	74.38	64.13	43.55	129.74	170.60	82.50	88.13	133.74	83.20	52.18	49.44	42.59	169.84	120.27	42.61
SL1344_0490	9.28	11.94	8.24	5.66	12.56	6.19	22.82	10.00	18.14	17.04	12.55	10.18	10.02	12.48	10.36	31.06	11.52
SL1344_0491	13.56	23.76	12.89	14.33	1.79	10.56	17.32	21.22	121.36	74.73	21.15	21.02	84.43	147.98	102.39	299.07	11.98
SL1344_0492	45.01	53.39	41.97	49.19	5.23	28.25	99.80	85.90	55.82	87.31	57.12	52.45	66.00	49.61	33.78	48.21	62.89
SL1344_0493	9.17	15.12	19.53	14.87	2.20	11.93	15.25	12.71	11.85	19.19	29.33	17.47	14.63	10.33	15.16	17.75	37.13
SL1344_0494	18.24	24.84	26.15	18.10	8.48	18.24	37.22	29.57	21.30	24.09	29.73	30.03	23.75	16.35	39.89	33.10	81.11
SL1344_0495	20.40	17.66	13.04	10.68	20.21	13.28	19.88	26.31	17.24	20.22	14.96	13.66	14.60	12.52	9.11	13.53	9.96
SL1344_0496	14.58	16.33	16.62	12.42	5.99	10.65	18.96	21.39	14.37	23.14	19.43	16.54	15.52	13.81	14.74	22.29	9.59
SL1344_0497	60.74	154.04	33.81	30.64	2.11	36.43	291.49	152.17	289.46	46.02	23.43	93.81	92.31	117.41	18.66	60.08	79.28
SL1344_0498	28.30	29.34	24.54	19.17	3.07	22.45	23.23	47.90	45.93	20.77	16.08	27.53	39.91	26.80	4.78	23.40	40.54
SL1344_0499	32.49	29.06	29.84	13.76	4.15	21.62	45.70	45.85	45.38	29.80	24.04	32.66	44.39	43.88	5.72	30.52	40.22
SL1344_0055	0.12	0.00	0.37	0.08	0.05	0.11	0.00	0.26	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.05	0.34
SL1344_0500	6.94	7.47	14.12	9.79	1.27	7.05	7.18	13.57	10.07	5.14	5.10	17.72	13.34	10.13	2.37	6.46	37.71
SL1344_0501	7.69	9.59	15.26	15.60	3.84	10.25	8.09	11.09	12.78	15.78	15.03	19.28	15.64	13.54	5.04	16.94	23.80
SL1344_ncRNA_40	27.08	111.66	197.50	403.24	137.76	65.07	67.57	81.11	130.75	414.55	259.95	136.51	166.36	187.44	68.87	355.70	21.55
SL1344_0502	14.90	18.60	10.16	8.45	3.40	17.33	10.28	34.89	22.49	14.23	11.15	13.57	13.27	8.34	4.54	10.89	16.75
SL1344_0503	9.25	10.29	8.67	7.48	0.82	14.16	6.92	9.97	19.94	9.47	13.11	15.02	446.78	252.20	105.80	248.64	42.55
SL1344_0504	5.59	7.29	5.57	4.81	0.98	8.71	4.36	7.24	15.94	4.54	8.49	13.50	330.87	132.68	34.15	138.77	23.22
SL1344_0505	7.45	12.39	8.59	10.20	0.38	11.33	13.70	8.89	18.61	14.81	14.04	13.72	330.57	190.06	51.22	223.76	19.46
SL1344_0506	27.64	29.15	22.01	20.29	7.62	23.13	16.95	34.45	28.63	64.05	42.53	25.83	21.13	15.19	11.59	15.27	27.66
SL1344_0507	3.98	5.33	3.52	3.52	0.94	2.09	4.08	5.34	3.73	3.95	3.38	3.59	5.48	3.52	0.93	1.36	5.46
SL1344_0508	14.33	14.18	17.51	25.56	3.87	8.89	17.02	26.46	21.74	23.06	15.05	16.38	12.06	21.18	13.86	8.45	29.65
SL1344_0056	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.06	0.00	0.00	0.07	0.00	0.04	0.00	0.00	0.00	0.04
SL1344_0509	27.39	31.56	33.31	35.10	2.96	20.62	40.12	65.18	48.62	44.07	34.56	47.63	59.94	54.58	22.31	33.59	66.56
SL1344_0510	1.29	1.28	1.62	1.54	0.28	1.63	4.05	1.61	1.40	1.29	0.84	1.52	1.24	1.71	0.58	0.57	3.37
SL1344_0511	1.38	2.20	2.60	3.67	2.32	2.14	5.50	2.81	1.23	1.92	2.26	4.28	3.96	2.80	2.43	5.25	5.95
SL1344_0512	0.87	1.30	1.75	2.20	0.42	0.63	1.31	2.75	1.49	1.85	1.00	2.01	1.75	0.99	0.29	0.75	3.25
SL1344_0513	1.23	0.76	1.46	2.12	1.10	0.78	2.76	1.38	0.76	2.83	0.80	2.08	1.02	2.00	1.44	2.21	3.58
SL1344_0515	0.21	0.13	1.32	0.84	2.18	0.38	1.69	0.40	0.49	0.75	0.52	0.86	0.69	0.52	0.59	0.66	4.03
SL1344_0517	1.06	0.73	1.33	1.25	0.62	0.75	1.52	0.89	1.19	1.36	1.45	1.20	1.70	1.00	0.59	1.48	1.69
SL1344_0518	1.34	0.99	1.67	1.33	0.16	0.96	1.29	2.50	1.66	1.77	0.87	1.99	1.16	1.04	0.82	1.04	2.04
SL1344_ncRNA_41	63.75	195.67	360.10	581.09	340.54	157.41	302.94	208.59	216.17	373.22	309.79	219.00	438.85	309.17	421.78	620.81	12.40
SL1344_0519	9.78	14.27	16.62	14.78	5.07	8.63	9.82	19.17	15.93	11.74	13.22	22.63	15.23	14.95	3.49	8.16	15.78
SL1344_0057	0.64	1.59	3.21	0.85	0.26	0.58	0.00	0.96	0.00	1.13	0.00	0.00	0.84	0.00	1.08	1.25	2.15
SL1344_0520	0.50	0.61	1.79	2.97	0.05	0.56	0.66	2.05	0.58	2.19	3.04	1.09	0.92	0.88	0.28	0.48	2.85
SL1344_0521	0.44	0.72	2.74	2.52	0.47	1.05	1.25	2.19	0.79	4.91	2.27	1.09	1.27	1.66	0.57	1.48	1.33
SL1344_0522	0.74	1.25	1.79	3.98	0.34	0.33	0.89	0.97	0.93	0.81	1.35	2.25	0.56	0.26	0.41	0.50	4.32
SL1344_0523	0.61	0.60	0.99	0.40	0.20	0.66	0.52	1.10	0.57	0.65	0.70	0.50	0.48	0.52	0.27	0.38	1.80
SL1344_0524	0.95	0.94	1.66	0.88	0.00	0.51	0.61	0.99	1.03	1.01	0.62	0.90	0.66	0.54	0.11	0.44	1.72
SL1344_0525	3.78	4.68	3.44	2.51	0.35	2.17	7.72	1.93	7.60	5.77	3.50	4.07	2.62	3.28	1.63	2.88	2.87
SL1344_0526	28.77	51.06	25.71	37.50	1.17	22.55	25.53	62.03	44.30	14.61	14.65	32.04	125.91	92.95	17.91	9.37	19.92
SL1344_0527	38.90	61.91	29.78	39.80	1.22	36.94	57.38	50.79	53.57	9.05	8.11	37.97	182.83	125.49	3.70	4.47	59.31
SL1344_0528	53.14	72.57	45.84	20.31	1.38	34.47	23.86	54.11	56.40	26.09	24.25	35.40	40.90	33.10	5.22	10.12	29.64
SL1344_0529	420.96	467.65	302.35	186.92	15.36	322.43	552.41	657.76	555.36	161.86	147.35	264.18	366.07	327.64	41.45	135.38	218.20
SL1344_ncRNA_7	24.29	34.14	28.30	60.06	76.49	14.92	27.15	0.83	35.12	43.88	48.59	51.58	49.98	80.49	57.32	51.69	80.13
SL1344_0530	105.94	111.02	77.57	34.92	8.44	93.24	70.50	146.92	95.00	67.81	52.92	68.57	75.92	59.22	23.69	58.70	62.27
SL1344_0531	3.54	6.68	5.01	3.71	1.66	2.68	3.98	5.72	7.23	9.38	5.01	8.32	4.95	6.20	2.08	5.23	8.89
SL1344_0532	5.27	5.65	4.83	2.10	1.85	2.21	1.50	5.26	4.63	4.65	4.58	6.90	4.28	2.24	1.57	3.43	8.89
SL1344_0533	4.51	10.45	4.58	0.93	0.46	3.04	4.52	2.74	3.50	2.24	3.90	11.25	4.78	1.79	0.31	2.09	7.80
SL1344_0534	68.05	102.97	72.40	83.56	7.33	83.48	37.15	137.12	120.76	82.47	84.36	67.15	96.43	94.79	59.41	55.07	52.54
SL1344_0535	92.51	105.22	63.58	46.44	4.60	90.69	48.70	110.39	88.14	54.15	42.89	63.47	89.72	81.16	37.49	37.40	80.22
SL1344_0536	8.21	5.60	9.20	19.16	6.88	3.57	11.20	3.39	9.45	7.00	33.92	35.66	28.72	11.22	15.96	14.80	7.03
SL1344_0537	0.86	0.00	2.52	1.91	0.00	1.30	1.23	1.29	0.45	0.76	3.52	6.04	4.14	1.02	0.32	1.24	1.10
SL1344_0538	1.11	0.82	1.39	0.74	0.27	0.20	0.71	0.66	0.69	0.78	1.99	4.05	2.80	0.16	0.37	1.12	1.16
SL1344_0539	1.18	1.31	1.73	1.05	0.17	1.11	1.01	1.01	1.69	0.99	2.35	4.06	2.76	1.21	0.39	1.44	2.38
SL1344_ncRNA_8	8.14	10.07	7.27	6.94	1.41	9.43	6.22	0.87	14.43	8.21	5.69	7.87	13.66	216.43	24.01	14.97	299.22
SL1344_0540	3.35	4.71	3.33	3.03	1.36	1.78	4.24	2.51	2.36	3.77	2.24	5.57	3.58	3.13	3.23	5.11	3.78
SL1344_0541	2.96	5.50	6.48	5.50	5.04	2.94	8.55	5.77	5.06	6.54	5.31	9.83	5.29	3.98	2.15	10.98	5.94
SL1344_0542	1.70	3.00	4.71	3.87	3.64	6.13	13.76	3.09	5.46	4.07	8.71	5.92	6.55	3.44	1.90	5.78	2.90
SL1344_0543	1.49	0.53	0.66	0.14	0.26	0.38	1.14	0.32	0.00	0.75	0.69	1.44	0.65	0.60	0.36	0.75	1.83
SL1344_0544	2.96	1.83	3.08	1.96	0.80	0.00	4.22	3.69	3.06	4.36	4.83	3.34	4.30	0.70	1.38	3.08	1.65
SL1344_0545	8.76	6.37	5.63	9.05	11.27	3.94	19.55	6.94	13.39	14.33	7.13	10.11	10.76	7.47	9.63	20.89	6.27
SL1344_0546	2.65	2.62	4.63	3.16	1.72	2.38	5.66	4.75	4.52	5.14	3.88	3.22	6.22	4.12	5.91	5.99	5.05
SL1344_0547	16.54	214.19	23.52	3.27	4.63	45.03	9.64	24.69	19.32	4.10	2.65	8.05	17.19	57.14	2.59	4.89	2.48
SL1344_0548	21.38	192.29	15.54	3.96	1.88	34.04	2.48	8.93	11.06	2.34	2.57	7.41	13.20	50.91	0.46	2.72	2.93
SL1344_0058	1.83	0.99	2.00	2.28	1.16	0.72	1.47	1.11	1.78	1.52	1.59	1.63	1.84	1.38	1.28	1.12	2.19
SL1344_0549	32.22	272.16	34.45	3.66	2.75	43.54	6.80	13.01	14.14	3.00	2.42	5.17	24.36	96.03	2.13	4.47	7.08
SL1344_ncRNA_42	8.45	20.90	4.40	2.80	27.95	10.15	9.03	5.27	13.11	3.73	16.06	2.86	8.58	18.94	7371.83	10.44	6.05
SL1344_0550	5.13	3.46	4.37	7.43	8.13	9.67	7.48	3.49	6.15	7.00	6.46	3.79	4.47	6.27	5.47	9.10	2.23
SL1344_0550A	17.56	16.89	23.98	27.18	3.95	19.33	15.99	16.55	19.68	14.36	17.49	40.07	25.76	11.05	8.35	23.85	18.63
SL1344_0551	3.95	3.78	3.93	4.65	1.67	1.94	6.34	9.15	6.83	7.62	5.42	3.65	3.75	3.43	5.92	3.58	3.69
SL1344_0552	3.24	4.30	4.05	3.23	6.71	2.50	6.44	5.38	3.24	6.24	3.30	5.33	5.29	4.76	6.34	6.42	9.13
SL1344_0553	0.00	1.61	0.00	1.29	1.58	0.59	2.09	0.97	0.00	0.00	0.53	1.76	1.42	0.00	1.45	1.78	1.86
SL1344_0554	1.37	1.02	1.37	1.45	5.66	0.49	1.76	0.41	0.64	0.97	0.22	1.67	2.03	1.16	1.53	1.39	3.14
SL1344_0555	43.89	50.24	48.82	35.26	11.06	40.01	14.80	58.57	55.13	46.37	38.75	60.22	51.79	16.55	10.13	48.56	16.84
SL1344_0556	128.15	78.84	53.61	29.36	6.07	120.01	45.44	78.55	58.34	20.42	16.15	35.78	91.34	43.87	22.06	29.12	27.91
SL1344_0059	1.03	0.91	1.28	1.27	0.24	0.66	1.26	1.65	1.25	0.91	0.48	1.59	1.21	0.52	0.16	0.80	1.40
SL1344_0557	26.76	23.69	21.82	19.10	2.81	22.15	84.52	37.22	26.45	20.99	15.50	29.79	34.29	11.92	7.35	28.50	23.73
SL1344_0558	5.92	6.46	10.66	14.99	9.18	4.49	12.91	6.47	7.74	10.53	9.78	14.50	10.95	13.95	6.65	23.28	40.54
SL1344_0559	6.69	7.03	12.90	14.29	4.21	5.88	7.34	20.76	12.74	23.94	10.36	11.77	10.26	9.47	5.09	12.11	19.84
SL1344_0560	2.33	1.54	1.95	1.14	0.19	0.42	1.00	0.93	0.97	0.55	1.01	1.79	1.49	0.77	0.35	1.09	1.41
SL1344_0561	0.44	0.91	0.83	0.59	0.24	0.27	1.10	0.33	0.57	0.78	0.12	0.30	0.64	0.42	0.99	0.75	0.77
SL1344_0562	1.08	0.89	1.01	0.48	0.44	0.00	0.38	0.54	0.42	0.00	0.59	0.61	0.47	1.02	0.10	0.28	2.83
SL1344_0563	0.68	0.00	0.85	0.45	0.28	0.41	0.73	0.51	0.53	0.60	0.19	0.31	0.40	0.32	0.25	0.44	1.85
SL1344_0564	0.00	0.00	0.82	0.00	0.00	0.29	0.35	0.49	0.00	0.29	0.80	0.00	0.43	0.23	0.00	0.00	2.81
SL1344_0565	1.37	0.00	0.64	0.00	0.14	0.31	0.73	0.00	0.00	0.60	0.00	0.23	0.15	0.24	0.00	0.40	2.45
SL1344_0566	45.36	54.65	33.79	30.25	2.29	26.04	75.14	111.20	80.05	46.70	43.10	47.74	52.48	57.72	13.38	17.05	73.17
SL1344_0060	0.00	1.94	2.62	1.04	0.42	0.47	0.56	2.35	0.81	0.00	0.43	0.71	1.37	0.37	0.29	0.20	1.00
SL1344_0567	11.68	11.86	10.95	8.30	0.84	11.65	100.78	26.85	28.80	15.47	7.82	16.38	17.61	14.17	1.86	8.13	25.29
SL1344_0568	17.17	21.56	17.17	16.65	4.60	11.66	115.80	30.26	24.39	18.19	15.93	20.03	24.49	26.74	5.60	12.98	28.00
SL1344_0569	22.05	12.80	14.07	14.33	5.29	11.35	314.23	40.77	31.08	20.27	15.40	28.95	6.46	6.69	8.79	7.02	66.62
SL1344_0570	24.75	25.26	26.69	12.73	7.27	22.86	31.10	31.04	40.81	8.20	9.58	21.37	31.52	23.65	9.33	22.21	53.48
SL1344_0571	5.22	2.72	4.72	5.65	6.95	3.83	6.16	35.66	58.79	4.24	4.92	10.78	6.57	8.36	1.99	9.21	37.16
SL1344_0572	8.07	4.04	0.95	0.72	0.97	4.12	2.10	65.45	139.37	1.16	1.07	2.21	6.93	1.08	0.85	1.87	33.93
SL1344_0573	23.14	10.61	2.42	2.57	4.91	14.47	6.48	252.32	510.25	5.05	3.44	4.01	23.14	2.79	3.31	4.54	127.64
SL1344_0574	61.06	20.17	0.63	0.08	212.39	17.99	10.81	300.69	536.62	0.78	0.41	4.45	25.20	0.63	47.64	2.47	153.20
SL1344_0575	30.98	15.67	0.88	1.87	2.28	13.95	4.52	239.81	477.94	3.11	0.57	0.48	25.13	0.50	4.32	4.94	154.62
SL1344_0576	22.56	13.05	2.00	1.13	1.46	11.75	3.55	199.98	332.36	1.95	1.16	3.02	17.85	2.01	1.04	4.07	171.54
SL1344_0006	25.44	27.08	18.65	11.18	3.96	20.50	30.18	24.51	23.98	19.52	10.85	12.93	12.47	18.08	24.92	15.87	132.93
SL1344_0061	1.24	1.75	1.55	0.82	0.36	0.32	0.38	0.93	0.96	1.40	0.58	1.08	0.92	1.38	0.10	0.21	2.02
SL1344_0577	52.82	40.94	25.50	16.31	4.65	44.67	14.16	80.11	78.09	28.16	24.33	24.15	49.75	41.21	15.01	47.80	70.57
SL1344_0578	38.46	32.28	1.93	1.67	0.78	42.66	4.75	84.80	73.63	2.39	1.42	7.07	21.20	2.33	1.29	4.52	15.69
SL1344_0579	33.52	24.38	2.04	1.24	0.38	34.39	6.64	49.49	59.96	0.82	1.01	5.15	17.76	1.43	2.69	3.03	15.34
SL1344_0580	69.80	50.90	2.10	0.71	120.15	72.63	20.37	93.22	125.58	3.77	1.61	7.84	36.82	0.86	92.99	4.70	32.53
SL1344_0581	64.52	39.98	3.32	2.54	5.15	62.91	11.87	103.82	132.38	2.72	2.41	7.18	27.87	1.75	1.65	2.60	14.20
SL1344_0582	27.61	15.29	3.41	2.13	158.95	14.17	14.25	67.06	108.99	5.95	2.88	6.85	16.07	1.82	71.33	5.07	81.10
SL1344_0583	30.43	15.02	1.55	0.69	0.90	14.12	3.63	172.59	426.74	2.19	1.60	2.65	15.75	0.92	2.55	0.92	63.05
SL1344_0584	28.98	18.75	1.73	0.89	0.08	17.86	3.77	216.02	490.20	0.93	0.70	2.97	17.88	0.74	0.74	1.04	50.75
SL1344_0585	15.04	11.08	1.57	0.71	0.51	9.20	1.53	117.18	254.82	0.95	0.29	2.18	12.78	1.27	0.30	0.91	93.12
SL1344_0586	19.92	13.07	2.03	1.21	0.25	13.92	1.96	138.03	279.00	2.69	0.66	3.72	14.33	1.15	0.34	1.43	119.77
SL1344_0062	1.01	1.12	1.58	1.00	0.08	0.73	0.54	2.12	1.41	0.45	1.07	1.30	1.23	1.07	0.23	0.63	2.80
SL1344_0587	23.41	12.87	1.86	2.22	0.30	13.39	0.40	160.53	342.23	2.63	1.51	6.79	15.04	2.37	0.83	2.17	119.23
SL1344_0588	20.20	22.09	143.64	184.51	36.69	23.38	26.04	105.51	165.57	15.77	14.68	38.50	84.80	28.95	33.09	31.46	351.56
SL1344_0589	17.14	28.91	80.35	128.16	20.52	23.86	42.48	83.40	62.86	46.78	24.76	38.50	79.35	38.05	28.27	39.20	302.78
SL1344_0590	6.77	4.89	7.32	3.65	9.20	5.21	13.42	8.87	7.00	6.73	7.82	9.36	115.56	123.11	311.51	23.55	41.49
SL1344_0591	9.39	7.20	5.87	3.77	4.88	8.70	13.30	9.91	5.85	5.96	8.95	10.21	133.72	151.33	244.02	15.33	54.07
SL1344_0592	8.21	12.92	7.77	11.88	2.52	5.15	16.76	10.99	9.65	11.86	9.12	14.65	10.29	19.01	5.00	6.89	15.80
SL1344_0593	12.68	11.37	13.67	10.88	15.61	8.40	33.88	13.58	11.28	7.90	6.99	18.00	19.37	14.95	9.64	20.07	9.55
SL1344_0594	19.91	18.52	17.55	15.80	17.10	18.70	40.02	15.29	22.31	19.83	17.19	22.92	25.70	20.83	11.11	37.90	26.16
SL1344_ncRNA_43	9.95	40.43	24.87	52.79	18.42	0.00	31.91	0.00	18.74	13.80	40.53	47.14	12.99	289.68	51.56	33.82	76.67
SL1344_0595	8.23	12.98	21.35	19.52	8.83	11.31	17.16	24.80	19.15	10.72	12.74	33.85	23.01	26.94	11.60	15.25	38.80
SL1344_0063	1.95	1.72	1.92	1.66	0.00	0.00	0.30	1.88	3.67	0.74	1.13	1.70	0.85	1.38	0.31	0.76	3.06
SL1344_ncRNA_44	1313.16	3086.26	2766.69	2056.39	145.35	1069.49	2264.72	1416.84	2735.57	2399.10	4242.49	10098.23	1846.19	3971.77	7686.20	3300.81	1414.13
SL1344_0596	417.89	513.17	284.38	198.01	8.50	279.72	327.31	2114.31	468.90	159.60	574.71	1123.78	378.64	758.28	4713.55	266.71	626.97
SL1344_0597	52.76	46.09	31.14	17.17	2.19	31.72	23.38	57.41	43.52	25.03	90.95	80.47	40.64	52.20	448.07	37.80	49.59
SL1344_0598	0.27	1.02	0.00	0.36	0.56	0.25	0.00	0.41	0.43	0.24	0.89	0.37	0.48	0.39	0.15	0.11	1.05
SL1344_0599	2.15	1.25	2.36	1.47	0.57	1.88	1.22	2.87	1.99	4.10	2.52	2.14	1.55	2.10	1.01	1.21	4.47
SL1344_0600	1.93	4.09	3.79	1.65	0.33	0.74	1.77	4.33	2.57	3.16	3.59	4.66	3.36	3.51	0.62	2.90	10.92
SL1344_0601	8.60	14.35	13.76	19.11	6.49	7.39	18.83	17.68	21.11	23.68	17.28	21.68	27.44	23.79	12.40	34.66	31.15
SL1344_0602	172.48	255.91	341.80	456.71	116.80	228.40	578.55	417.18	311.04	1134.25	430.15	214.61	177.47	261.67	933.00	317.96	586.23
SL1344_0603	3.22	3.53	3.95	5.84	5.98	2.01	9.41	4.83	3.27	5.25	6.26	17.04	4.75	11.06	2.91	4.50	16.51
SL1344_0604	56.52	43.98	94.99	52.64	6.37	70.48	18.01	79.87	28.46	36.36	26.23	51.19	58.82	48.49	2.93	9.64	199.10
SL1344_0064	2.41	2.76	2.26	0.68	0.28	1.55	2.76	1.93	2.53	3.34	2.24	1.98	2.62	2.07	1.92	2.01	3.53
SL1344_ncRNA_45	129.24	141.87	196.91	212.19	535.37	120.80	167.55	143.93	180.49	229.68	337.03	192.50	252.45	577.45	284.07	424.77	403.42
SL1344_0605	68.93	67.36	67.72	62.27	9.72	51.29	60.06	97.08	75.64	59.69	108.93	82.76	110.15	310.12	121.92	73.02	725.33
SL1344_0606	4.30	6.23	4.92	3.13	1.06	4.16	5.27	4.01	6.19	4.91	4.10	7.17	6.12	6.53	1.99	3.36	8.56
SL1344_0607	0.17	0.21	0.32	0.00	0.14	0.00	0.00	0.00	0.13	1.06	0.28	0.12	0.07	0.48	0.19	0.53	0.57
SL1344_0608	0.00	0.00	0.17	0.00	0.00	0.50	0.00	0.00	0.22	1.23	11.58	6.41	0.12	0.20	0.00	0.11	1.06
SL1344_0609	0.10	0.12	0.56	0.27	0.04	0.09	0.32	0.38	0.16	1.60	0.74	0.95	0.57	0.21	0.28	0.23	1.58
SL1344_0610	0.17	0.00	0.32	0.11	0.00	0.00	0.00	0.00	0.00	1.04	1.38	0.69	0.00	0.00	0.09	0.07	2.34
SL1344_0611	0.00	0.00	0.00	0.00	0.00	0.47	0.00	0.00	0.40	0.46	2.11	0.35	0.23	0.00	0.00	0.20	1.98
SL1344_0612	0.14	0.18	0.45	0.09	0.35	0.51	0.46	0.00	0.44	1.89	0.70	0.39	0.43	0.10	0.08	0.50	2.86
SL1344_0613	2.40	2.63	6.53	4.17	0.90	2.00	5.73	5.53	2.94	6.94	4.74	6.94	3.98	5.36	1.13	4.51	9.71
SL1344_0065	39.07	47.86	53.51	61.63	34.69	40.59	31.78	76.69	60.05	128.92	90.64	121.88	486.67	396.14	141.40	405.68	120.14
SL1344_0614	6.77	7.26	10.16	10.03	1.74	5.69	11.34	7.43	10.51	11.96	8.28	10.24	8.06	9.74	5.54	12.15	9.16
SL1344_ncRNA_46	16.82	20.80	36.14	40.44	21.29	8.52	16.86	11.02	17.94	95.61	53.97	27.04	22.88	76.64	31.69	27.06	10.54
SL1344_0615	6.25	4.54	5.51	6.99	2.93	1.99	3.80	6.33	3.61	30.72	15.87	5.06	4.69	11.53	4.31	4.63	4.85
SL1344_0616	274.48	166.93	104.98	56.07	12.94	95.96	570.89	225.58	98.05	71.32	77.40	76.84	175.65	549.60	251.93	200.86	472.59
