SL1344_v1	EEP	MEP	LEP	ESP	LSP	25C	NaCl	Bile	Low_Fe	NoO2S	NoO2	Oxygen	NonSPI2	InSPI2	Peroxide	NO	Macrophage
SL1344_0064	4.53	1.93	1.64	2.93	4.18	0.95	3.29	2.75	2.55	3.98	2.03	3.22	2.09	1.72	1.70	2.66	4.05
SL1344_ncRNA_45	107.46	129.36	236.22	235.61	360.63	132.85	148.38	186.93	190.89	195.41	315.48	236.36	355.16	485.14	375.81	774.38	552.33
SL1344_0605	33.62	30.58	58.89	80.01	9.34	31.96	39.43	76.45	45.37	50.67	77.92	79.10	73.48	225.16	172.88	130.00	564.57
SL1344_0606	5.13	3.33	4.92	4.36	6.26	3.11	3.76	4.19	4.34	5.68	2.98	4.79	4.47	4.10	2.48	3.52	6.85
SL1344_0607	1.00	0.36	0.12	0.58	3.02	0.00	0.27	0.32	0.17	0.65	0.61	0.36	0.30	0.11	0.00	0.24	0.91
SL1344_0608	0.70	0.00	0.10	0.61	3.61	0.00	0.43	0.13	0.27	0.35	22.50	3.66	0.40	0.00	0.00	0.33	0.94
SL1344_0609	0.92	0.21	0.11	0.56	2.05	0.06	0.23	0.19	0.29	1.21	3.03	0.56	0.52	0.03	0.24	0.38	1.05
SL1344_0610	1.20	0.00	0.06	0.64	1.86	0.00	0.26	0.00	0.25	0.97	0.45	0.29	0.24	0.00	0.06	0.32	0.81
SL1344_0611	1.52	0.00	0.00	0.52	2.44	0.00	0.40	0.00	0.25	0.00	0.46	0.72	0.30	0.00	0.00	0.25	1.29
SL1344_0612	0.60	0.06	0.15	0.31	1.62	0.00	0.56	0.33	0.28	1.63	0.38	0.20	0.12	0.19	0.05	0.61	1.80
SL1344_0613	3.67	1.96	4.90	6.07	3.70	1.71	4.82	4.51	2.43	5.65	5.41	5.78	3.80	3.49	1.67	6.58	11.04
SL1344_0065	34.57	39.76	49.84	66.54	41.51	33.04	21.24	65.41	52.45	104.97	100.14	112.95	415.75	291.30	218.01	621.86	116.42
SL1344_0614	10.57	4.69	9.46	11.72	4.25	3.54	8.43	8.60	7.90	3.74	8.81	5.93	8.18	6.07	2.90	11.82	10.77
SL1344_ncRNA_46	11.43	11.13	19.97	30.75	31.34	6.47	13.09	10.75	10.22	21.41	41.06	14.91	18.15	43.81	34.72	24.28	20.32
SL1344_0615	6.25	3.17	3.25	6.65	7.30	1.30	2.96	3.53	2.74	9.67	10.55	2.63	3.88	6.23	4.60	3.88	5.89
SL1344_0616	147.15	98.67	74.52	77.35	12.32	57.19	281.32	252.85	17.48	29.21	58.23	88.25	141.29	397.58	140.97	175.64	576.00
SL1344_0617	5537.23	11564.08	7772.64	3517.76	648.50	13141.36	2587.56	16041.30	13895.00	2471.62	3489.55	5172.16	4922.51	6549.48	997.60	2056.88	14246.56
SL1344_0618	37.89	44.65	37.63	38.35	20.28	38.33	57.70	51.77	51.83	164.03	64.38	46.98	38.17	48.92	111.89	46.56	58.84
SL1344_0619	5.62	5.61	7.05	11.12	6.19	2.72	5.61	7.69	6.91	9.67	7.09	7.48	3.87	4.99	6.64	12.85	48.63
SL1344_0620	111.65	131.33	157.96	154.33	14.24	99.39	63.56	140.88	83.08	101.56	202.67	181.48	172.73	397.75	147.74	135.20	734.15
SL1344_0621	118.23	140.89	69.65	57.75	5.49	166.64	24.76	178.77	66.51	39.28	39.18	110.13	47.14	42.44	26.71	63.40	52.03
SL1344_0622	7.55	7.78	13.33	18.90	41.00	3.87	26.20	8.08	7.91	6.66	14.22	15.15	27.94	22.62	6.44	52.27	13.36
SL1344_ncRNA_9	2077.05	2150.81	36705.56	46702.85	4843.50	1981.32	1160.48	1419.86	3966.02	4617.54	21066.36	47243.80	11760.36	6160.13	8062.35	12044.43	644.33
SL1344_0623	42.43	33.92	22.96	17.26	5.45	25.68	18.07	55.19	21.42	11.04	19.55	30.65	31.95	30.92	7.52	20.66	62.81
SL1344_0624	314.92	379.50	231.30	151.40	30.68	168.12	927.53	226.15	580.86	108.85	178.97	264.20	201.33	162.60	212.65	148.68	434.41
SL1344_0625	116.85	109.37	80.30	49.35	7.51	105.07	43.60	153.18	61.81	18.40	38.59	81.79	91.02	55.94	13.48	33.89	94.05
SL1344_0627	44.00	46.14	32.35	25.73	9.53	42.62	14.83	54.45	22.68	13.53	20.64	37.19	35.07	35.92	5.33	23.70	35.29
SL1344_0628	51.98	52.98	34.37	21.67	3.77	50.22	9.80	64.86	19.04	17.42	18.02	37.81	34.08	31.32	5.33	17.88	34.76
SL1344_0629	110.54	87.30	49.11	31.39	4.38	92.47	15.09	133.32	17.90	20.09	27.86	67.63	59.10	33.11	6.63	17.53	99.60
SL1344_0630	119.70	82.05	50.14	36.03	5.51	90.19	16.96	128.46	20.48	20.96	39.75	67.82	58.65	50.37	13.47	20.29	162.78
SL1344_0631	10.67	6.63	10.22	15.77	7.92	3.39	7.86	15.48	10.80	17.52	15.57	13.62	11.84	8.04	7.29	12.98	15.67
SL1344_0632	4.05	3.74	7.79	16.58	5.39	1.49	1.53	11.21	10.98	8.57	11.27	4.22	3.11	1.15	0.63	2.04	6.05
SL1344_ncRNA_10	11.67	24.72	76.37	96.15	71.16	39.73	93.79	52.46	54.28	43.60	94.01	39.92	32.12	156.52	63.51	189.98	18.44
SL1344_0633	19.13	18.06	17.25	17.44	3.95	16.88	5.22	31.04	11.06	6.10	13.71	20.79	21.63	23.65	2.16	14.65	20.12
SL1344_0634	58.10	54.05	45.56	40.16	7.53	48.46	17.84	87.85	32.65	19.52	35.87	56.17	60.14	39.04	8.49	33.78	41.50
SL1344_0635	137.66	132.69	103.11	116.55	25.92	144.64	57.30	207.06	133.07	65.74	117.87	118.13	119.39	93.91	68.29	89.94	110.38
SL1344_0636	71.74	60.51	57.81	55.34	12.24	66.53	27.95	102.36	44.22	28.42	48.80	67.91	66.47	47.76	19.04	39.53	67.68
SL1344_0637	2.26	0.38	0.48	1.34	3.00	0.50	2.45	0.84	0.66	6.02	77.10	1.87	1.30	2.07	0.63	0.86	4.15
SL1344_0638	3.23	0.78	1.60	2.68	2.77	0.73	2.24	1.52	1.78	8.75	54.92	2.76	1.92	1.98	1.00	2.87	4.27
SL1344_0639	15.47	9.49	11.20	14.13	11.92	19.13	17.97	8.63	17.48	25.97	36.45	18.31	25.43	11.05	25.11	22.08	13.45
SL1344_0640	14.59	16.53	21.40	26.29	6.46	10.60	22.74	24.71	21.91	49.46	39.46	22.47	16.17	10.40	16.94	16.72	12.59
SL1344_0641	16.15	22.27	63.49	170.37	88.73	14.16	161.64	71.02	113.44	375.74	95.05	51.06	25.21	35.04	40.28	90.09	78.71
SL1344_0642	5.03	3.72	5.25	6.29	11.80	3.02	7.20	5.59	5.18	6.28	5.41	6.24	5.10	4.76	5.10	6.21	5.80
SL1344_0643	5.27	1.10	1.63	4.02	8.01	0.85	1.69	1.82	1.27	1.38	1.73	2.93	2.44	1.07	1.36	2.53	2.19
SL1344_0644	3.00	0.68	0.92	2.77	4.03	0.42	1.00	0.75	0.94	1.77	1.24	1.67	1.76	1.05	0.93	1.99	2.30
SL1344_0647	3.53	2.12	2.88	3.82	5.03	2.27	3.90	3.44	3.50	2.72	3.52	3.32	3.24	2.87	2.25	3.90	6.91
SL1344_0648	3.25	3.68	5.57	9.48	4.70	1.28	3.34	7.09	5.47	50.28	25.36	4.02	2.84	1.80	1.68	3.70	4.52
SL1344_0649	5.24	12.19	18.88	16.30	3.21	2.01	10.32	56.28	35.08	41.91	21.24	7.80	8.49	2.48	2.80	2.48	11.59
SL1344_0650	4.74	14.46	22.65	24.82	3.48	2.30	18.01	58.50	44.38	49.64	22.00	9.03	11.57	3.50	4.05	2.50	12.34
SL1344_0651	3.99	6.37	78.29	62.46	3.32	2.13	37.07	19.87	72.47	4.45	2.16	19.62	72.73	51.90	14.50	23.89	45.65
SL1344_0652	6.95	9.45	88.95	72.04	6.79	4.33	39.52	17.25	91.35	3.77	1.31	20.87	91.01	68.01	18.13	23.37	46.44
SL1344_0653	5.29	4.48	54.85	47.29	6.67	1.04	38.58	14.55	62.73	4.62	2.21	13.70	54.79	44.04	13.99	13.43	42.07
SL1344_0067	30.48	16.71	43.02	63.31	33.78	11.59	3.85	31.99	7.80	13.62	4.33	27.33	200.35	112.63	13.67	29.00	24.49
SL1344_ncRNA_47	84.06	521.04	4691.45	3467.83	1373.77	327.03	579.23	663.44	1912.38	592.66	97.69	653.76	1070.64	954.37	1052.21	1139.89	574.39
SL1344_0654	16.99	84.96	740.63	591.46	226.93	47.19	230.67	151.26	580.76	95.70	15.89	126.52	279.81	259.03	273.11	201.95	193.65
SL1344_0655	28.43	25.54	24.35	20.59	6.97	26.24	31.22	27.08	35.42	23.82	20.99	45.04	36.87	41.00	8.99	38.76	43.58
SL1344_0656	73.71	69.17	78.87	74.88	9.74	56.52	78.78	111.20	124.27	83.57	67.50	137.91	97.48	71.83	22.25	76.67	141.44
SL1344_0657	58.91	66.53	69.07	77.99	33.99	51.91	109.86	133.74	196.28	112.37	63.36	129.96	75.81	54.95	67.02	92.10	134.81
SL1344_0658	53.91	65.08	58.80	69.54	18.48	24.77	136.53	115.88	218.52	66.82	57.88	119.38	53.12	37.60	49.68	63.29	138.36
SL1344_0659	99.37	89.09	55.77	38.28	5.12	62.04	27.18	128.36	14.99	14.41	21.72	50.85	65.87	47.12	19.49	27.00	148.86
SL1344_0660	12.13	11.68	15.03	20.87	16.30	10.59	19.32	23.13	14.23	54.55	19.94	15.68	13.87	12.35	18.67	21.49	25.15
SL1344_0661	8.93	8.71	15.50	24.38	9.84	7.47	22.23	12.90	24.66	54.04	27.36	21.33	6.07	26.37	85.01	31.21	10.18
SL1344_ncRNA_48	20.17	19.59	23.98	41.30	54.42	11.56	75.81	27.89	27.75	37.58	30.56	48.66	61.71	117.85	128.97	105.89	62.28
SL1344_0068	16.77	10.54	30.54	58.31	3.21	8.54	3.92	21.66	9.92	12.47	4.90	23.03	156.61	90.42	35.72	19.39	12.13
SL1344_0662	13.74	10.39	35.63	35.91	18.02	4.02	14.86	17.83	16.01	19.55	30.25	50.12	22.90	29.30	22.19	46.93	35.02
SL1344_0663	43.80	43.58	38.47	34.15	8.25	28.31	34.79	57.28	36.72	18.32	32.97	39.32	48.74	26.93	10.57	35.43	29.75
SL1344_0664	33.79	30.22	36.56	33.29	5.92	19.07	15.08	58.16	53.71	28.51	34.84	35.90	28.34	15.32	19.25	19.50	34.78
SL1344_0665	41.78	42.32	50.57	50.36	5.79	23.73	24.43	64.77	84.39	62.57	57.31	46.60	35.17	22.65	35.89	27.77	46.95
SL1344_0666	26.73	31.21	44.00	45.35	15.20	10.41	39.27	52.86	137.50	68.88	47.60	22.36	26.28	14.17	66.71	22.57	50.35
SL1344_0667	17.79	25.75	41.00	56.10	5.46	9.32	12.73	58.57	97.38	108.62	29.59	15.42	19.41	4.49	37.78	6.40	40.03
SL1344_0668	98.68	94.43	74.77	60.63	5.96	79.67	35.76	130.61	72.70	28.02	46.54	78.14	79.93	42.36	12.97	29.79	64.26
SL1344_ncRNA_49	38.29	62.04	63.58	74.52	79.55	19.69	127.13	107.30	407.38	259.95	43.74	43.34	53.08	52.22	94.49	76.11	19.97
SL1344_0669	4.98	10.08	45.14	58.90	4.37	2.20	13.25	33.43	76.81	77.34	16.23	8.57	7.66	2.36	3.49	3.17	3.91
SL1344_0670	6.58	13.32	41.75	54.63	10.52	11.12	15.11	25.35	64.06	76.52	36.73	15.35	12.10	8.19	9.81	16.40	6.48
SL1344_0007	204.74	227.41	269.35	263.90	25.02	184.14	169.23	391.46	457.02	402.92	405.12	323.40	162.01	87.37	78.17	160.37	165.75
SL1344_0069	14.79	13.00	12.25	50.02	11.74	5.00	10.28	18.42	12.47	304.74	143.65	11.15	15.99	12.11	5.81	6.94	16.95
SL1344_0671	3.55	1.80	8.69	10.68	12.79	1.65	3.21	2.13	3.32	2.62	6.06	6.68	7.04	9.46	11.17	29.74	8.45
SL1344_0672	1.97	0.86	1.79	1.77	3.54	0.68	1.47	0.38	1.05	0.26	0.84	2.38	1.55	1.72	2.86	4.14	4.83
SL1344_0673	2.65	1.67	4.19	4.00	3.82	1.29	3.07	2.95	4.52	1.88	2.14	4.65	3.49	2.94	5.55	9.04	17.63
SL1344_0674	10.12	11.24	15.09	12.76	3.25	8.62	21.54	15.63	17.01	5.91	13.98	20.18	18.27	14.80	7.15	18.47	26.80
SL1344_0675	590.91	552.98	443.06	281.58	81.39	521.77	803.19	634.91	550.14	219.84	383.08	431.71	478.26	274.36	294.57	285.41	318.16
SL1344_ncRNA_50	597.68	532.00	419.01	260.39	26.27	638.44	886.18	580.91	453.20	186.53	324.48	388.95	503.45	342.51	238.69	243.20	469.59
SL1344_0676	321.87	231.87	165.11	156.31	25.68	209.94	254.02	245.30	172.35	68.58	116.83	161.15	133.99	134.76	37.05	109.50	282.42
SL1344_0677	186.67	141.62	78.49	15.32	3.21	130.16	51.02	123.09	16.20	17.39	39.03	64.98	67.74	49.29	1.14	16.39	43.68
SL1344_0678	25.60	26.60	17.43	17.09	6.72	16.61	30.56	36.49	19.48	17.64	14.95	20.34	26.15	20.08	7.14	17.66	23.15
SL1344_0679	111.00	107.85	111.02	108.62	43.88	72.23	81.99	167.64	98.17	54.26	78.55	113.41	85.07	52.88	16.94	76.80	107.76
SL1344_0070	4.20	1.42	1.66	3.79	6.57	0.58	1.80	2.03	1.75	2.46	2.06	2.40	1.93	1.01	0.72	1.53	2.15
SL1344_0680	90.41	91.40	101.07	104.91	12.99	65.88	67.41	122.07	104.72	49.68	83.62	104.40	71.91	51.82	27.00	82.69	71.89
SL1344_0681	6.35	6.70	4.76	12.66	13.66	3.01	3.20	18.09	20.93	198.23	147.19	5.91	2.91	3.53	2.31	5.12	11.90
SL1344_0682	2.48	4.14	3.79	9.31	5.71	1.50	1.45	12.00	13.69	212.82	129.52	6.92	1.67	0.88	1.09	1.63	3.32
SL1344_0683	1.90	2.99	3.00	8.71	3.26	0.59	1.58	14.83	11.20	167.27	100.16	1.50	0.66	0.57	0.32	0.80	1.35
SL1344_0684	12.52	14.02	17.47	14.93	3.74	7.86	12.35	18.96	14.00	13.42	22.03	17.17	18.27	25.00	15.61	26.67	61.35
SL1344_0685	6.43	4.99	6.62	8.93	3.23	2.59	6.05	8.98	6.65	7.83	8.91	8.56	8.36	14.86	10.44	10.18	24.39
SL1344_0686	4.29	3.01	4.43	6.12	5.16	1.47	3.07	4.76	4.34	8.87	3.27	6.45	4.69	11.64	14.07	6.45	12.35
SL1344_0687	2.26	0.35	0.59	1.45	4.15	0.17	1.22	0.59	0.87	1.53	1.33	0.96	0.84	9.12	6.02	1.89	6.38
SL1344_0688	2.79	0.12	0.36	1.25	4.55	0.00	1.07	0.38	0.31	0.17	0.32	0.25	0.47	17.94	5.37	2.48	10.63
SL1344_0071	3.03	2.57	3.22	6.92	2.99	0.98	1.22	4.45	0.86	2.49	4.08	2.30	1.58	1.28	0.68	1.68	1.94
SL1344_0689	29.92	31.88	47.53	84.49	27.77	18.34	219.21	67.16	43.11	226.24	85.64	63.91	86.40	71.15	225.64	78.95	134.10
SL1344_0690	2.89	2.29	9.33	13.56	7.63	4.17	5.88	5.62	4.31	3.85	10.83	12.33	6.46	13.51	2.74	21.09	13.92
SL1344_0691	7.46	5.22	4.27	4.33	6.26	6.67	4.03	7.70	4.13	5.28	4.60	5.56	44.46	59.28	10.52	20.65	9.52
SL1344_0692	21.95	22.93	39.97	55.61	5.59	17.10	33.93	62.10	47.31	33.01	42.26	53.73	54.15	49.69	28.08	51.74	70.62
SL1344_0693	16.44	13.18	29.93	45.94	7.07	14.92	10.02	43.49	37.20	19.66	37.90	46.53	40.39	25.26	18.55	30.42	50.28
SL1344_0694	11.23	7.95	15.88	26.74	4.46	8.66	9.36	25.02	19.94	12.27	26.38	31.15	26.63	25.29	13.28	20.78	33.26
SL1344_0695	12.07	10.28	19.18	25.46	4.02	11.23	12.21	26.53	19.52	15.97	27.75	34.21	28.46	26.08	12.29	25.19	30.48
SL1344_0696	4.90	4.47	1.68	3.03	3.68	1.97	3.65	4.90	6.27	4.48	5.20	2.43	7.08	22.69	5.70	10.32	100.97
SL1344_0697	14.52	11.26	10.59	10.30	5.53	8.95	9.71	16.00	7.91	8.98	14.20	14.07	12.64	17.62	2.64	12.98	57.41
SL1344_0698	5.75	0.97	1.64	4.28	3.95	1.03	0.71	1.49	0.45	1.17	2.24	1.90	4.09	3.76	2.23	5.24	7.23
SL1344_0072	4.26	3.22	3.58	4.07	4.57	1.55	3.38	4.55	3.70	5.73	4.78	3.55	2.50	2.46	1.31	4.17	4.19
SL1344_0699	3.64	0.70	1.93	2.68	4.88	0.70	0.32	1.35	1.31	0.92	1.01	1.94	2.21	1.77	1.30	2.77	3.20
SL1344_0702	3.15	0.44	0.80	1.67	1.55	0.29	0.93	0.40	0.33	0.33	1.22	0.53	1.92	2.70	0.24	2.04	2.16
SL1344_0703	2.55	1.72	0.78	1.56	1.54	0.76	0.95	1.76	0.66	0.52	0.54	0.80	2.03	2.58	0.89	2.71	2.16
SL1344_0704	5.34	2.36	1.86	1.90	5.24	1.23	1.24	1.02	1.45	0.89	0.97	2.00	1.55	2.42	1.39	3.61	2.54
SL1344_0705	3.62	2.29	2.25	1.81	0.93	1.33	2.02	1.71	0.84	0.69	1.15	1.64	2.49	3.33	0.68	2.06	1.92
SL1344_0706	2.53	2.96	1.70	1.46	1.19	1.26	2.02	3.13	1.34	0.71	0.57	1.43	3.10	3.97	0.27	2.40	1.44
SL1344_0707	1.85	1.17	1.25	1.43	1.73	0.93	2.01	1.11	0.99	0.35	0.82	0.76	2.97	2.06	0.19	0.83	1.31
SL1344_0708	2.68	1.99	1.97	1.89	1.65	1.54	3.47	2.11	1.58	1.81	1.11	1.77	3.01	3.24	1.01	2.03	2.23
SL1344_0709	20.62	22.78	31.31	28.75	14.06	12.53	25.29	11.97	21.24	56.34	23.37	19.76	26.11	32.72	32.72	28.54	47.48
SL1344_0710	17.86	13.48	17.87	19.69	5.33	9.66	16.01	18.57	9.72	13.83	14.98	19.06	17.81	11.97	10.93	17.65	31.14
SL1344_0711	6.47	4.39	10.23	10.32	6.38	3.30	22.60	5.78	7.91	19.20	12.32	12.58	5.23	3.09	4.44	12.42	7.81
SL1344_0712	33.98	60.06	346.64	234.77	17.27	21.81	481.85	101.06	221.39	98.39	88.13	285.94	156.34	48.92	102.20	99.84	119.66
SL1344_0713	2.94	2.80	2.82	4.53	6.17	2.55	7.73	5.19	5.83	8.16	5.32	3.72	2.62	4.07	0.43	4.43	2.93
SL1344_0714	53.97	153.11	624.39	439.91	20.28	41.49	677.77	379.32	525.28	177.58	63.56	334.87	173.02	103.85	183.14	87.28	400.54
SL1344_0715	48.85	147.47	619.92	495.26	18.91	28.70	499.53	392.14	362.82	233.42	70.08	320.79	160.74	79.40	117.19	59.08	413.80
SL1344_0716	30.54	73.56	377.88	306.64	8.63	17.31	191.10	178.21	183.19	97.10	47.21	221.29	98.33	35.51	41.58	36.46	140.48
SL1344_0717	45.27	126.88	596.68	474.26	13.99	39.28	271.65	242.02	240.70	157.23	74.37	324.99	139.37	54.29	59.15	54.18	164.31
SL1344_0718	36.24	98.82	502.56	349.75	7.93	32.86	60.78	129.17	173.80	75.00	65.88	289.73	96.19	40.89	33.44	35.95	156.16
SL1344_0719	43.05	119.82	634.39	476.29	9.67	52.73	58.94	116.66	187.25	89.62	95.18	361.43	115.16	61.46	53.19	41.23	179.56
SL1344_0074	6.30	3.19	4.14	6.95	4.27	1.80	3.77	6.87	3.01	15.74	9.84	4.28	2.75	3.04	1.45	3.30	8.51
SL1344_0720	29.02	86.66	541.25	412.94	6.71	43.74	24.38	95.48	144.46	54.38	64.03	317.18	97.49	49.03	35.56	31.78	178.44
SL1344_0721	44.99	163.72	954.53	682.16	27.58	156.10	68.46	168.16	230.50	170.90	145.09	499.19	190.01	121.03	129.64	85.75	155.06
SL1344_ncRNA_51	137.69	743.45	3879.29	3107.67	260.43	1118.17	378.53	855.81	1020.54	1498.54	784.56	1403.82	1118.96	791.35	873.14	638.01	187.23
SL1344_0722	86.77	104.50	94.11	579.01	7.99	84.98	15.24	401.84	26.37	143.82	136.75	53.52	56.30	19.56	9.67	11.70	148.04
SL1344_0723	72.77	88.20	77.22	510.67	8.30	64.30	15.52	358.65	35.91	152.26	116.74	46.28	48.74	20.56	18.98	15.24	164.65
SL1344_0725	92.76	100.43	83.97	361.43	11.57	96.85	53.14	221.82	64.01	172.46	152.96	60.26	59.72	45.35	40.45	52.15	129.10
SL1344_0726	120.30	126.50	107.83	61.90	7.45	145.99	34.60	161.70	87.93	60.70	78.91	125.74	106.14	120.31	28.27	69.38	121.53
SL1344_0727	88.05	80.62	69.07	47.70	5.22	117.61	15.19	119.55	52.84	22.59	50.20	82.54	71.99	73.30	11.80	48.32	102.33
SL1344_0728	90.46	91.00	80.45	54.29	2.81	127.58	14.79	155.30	60.68	26.02	46.63	94.01	81.20	69.91	7.86	43.55	112.55
SL1344_0075	2.71	0.21	0.36	1.43	6.27	0.11	1.02	0.42	0.30	0.39	0.90	0.31	0.82	0.13	0.00	0.67	0.32
SL1344_0729	65.41	62.90	54.37	34.08	3.84	70.69	14.46	97.73	52.17	17.50	35.98	63.37	52.50	42.30	9.47	31.41	58.59
SL1344_0730	177.95	197.38	261.22	219.66	20.27	155.63	148.86	297.74	245.49	91.73	123.95	262.83	255.10	136.45	80.01	108.45	206.10
SL1344_0731	560.07	559.89	946.58	1000.75	21.26	464.66	395.54	892.15	831.89	245.94	353.06	914.36	864.20	358.64	151.03	177.01	437.89
SL1344_0732	307.90	365.96	463.26	374.65	15.13	288.18	225.13	497.86	424.19	111.59	206.08	528.88	461.85	202.69	93.05	132.13	200.21
SL1344_0733	4.25	2.49	7.70	7.82	5.60	3.13	6.64	7.38	3.58	3.28	5.94	12.16	27.73	24.44	10.18	58.90	5.19
SL1344_0734	8.13	6.87	20.81	21.28	15.99	7.28	14.95	12.99	12.35	14.27	19.61	22.00	43.36	34.26	13.81	82.95	16.43
SL1344_0735	5.61	5.27	14.60	20.28	15.47	3.20	16.81	7.60	12.73	17.71	23.53	16.75	8.29	9.18	9.39	19.40	10.16
SL1344_0736	3.49	2.36	20.66	65.58	417.42	5.12	169.29	2.96	4.06	3.54	102.35	89.11	7.78	8.61	10.92	38.06	40.47
SL1344_0737	33.14	34.61	47.73	61.30	23.41	33.70	76.31	77.01	69.03	38.45	69.93	97.54	186.85	136.27	22.22	132.18	136.98
SL1344_0738	11.07	10.50	12.41	14.12	7.51	5.99	10.08	13.35	8.35	9.32	11.25	13.44	15.40	11.09	9.20	14.95	8.09
SL1344_0076	1.92	1.52	2.43	2.54	1.95	1.11	3.72	2.22	1.36	2.79	1.15	2.27	1.72	0.78	0.35	1.57	1.13
SL1344_0739	5.01	3.23	7.55	9.83	49.31	4.67	14.56	5.23	3.80	9.94	8.30	8.36	9.72	6.20	6.88	10.51	5.02
SL1344_0740	12.30	18.11	17.06	17.98	8.00	13.01	71.73	41.90	50.95	49.71	7.44	6.55	13.08	9.35	6.02	6.06	7.87
SL1344_0741	4.83	3.64	3.75	3.08	6.43	2.62	2.43	4.43	4.48	5.37	3.88	2.05	4.94	4.00	1.57	2.53	3.07
SL1344_0742	3.49	0.46	1.04	1.88	7.50	0.20	1.70	0.67	0.53	0.77	0.86	0.80	0.52	0.64	0.17	2.39	1.59
SL1344_0743	1.83	1.06	1.35	1.74	8.36	0.00	0.98	0.58	0.30	0.80	0.56	0.43	0.90	1.44	0.22	1.94	3.11
SL1344_0744	0.25	0.04	0.03	0.12	0.88	0.05	0.07	0.08	0.00	0.00	0.00	0.06	0.12	0.14	0.06	0.06	0.15
SL1344_0745	0.74	0.05	0.21	0.16	0.46	0.00	0.00	0.11	0.00	0.15	0.05	0.08	0.10	0.04	0.00	0.14	0.33
SL1344_0746	5.06	3.63	4.18	3.81	4.49	2.21	1.37	4.70	1.82	0.14	1.95	3.04	4.43	3.03	1.30	3.09	4.25
SL1344_0747	6.31	1.45	1.38	4.22	8.54	1.11	1.88	2.64	2.70	3.98	3.03	2.12	2.46	1.96	1.19	2.40	42.17
SL1344_0748	4.14	3.44	3.19	5.90	6.21	2.54	3.39	6.16	3.27	6.93	5.62	4.65	4.10	4.87	1.86	4.90	29.32
SL1344_0077	1.77	0.35	0.64	1.59	1.92	0.18	0.25	1.06	0.48	1.14	0.51	0.51	0.61	0.27	0.28	0.78	0.84
SL1344_0749	413.23	226.02	203.33	239.70	230.84	238.84	607.15	368.73	967.90	282.98	163.22	317.93	298.86	172.68	925.10	165.33	330.28
SL1344_0750	21.42	28.13	36.76	48.68	3.88	14.20	15.51	49.79	45.06	110.39	35.76	30.52	25.78	13.03	11.19	15.53	18.66
SL1344_0751	17.45	23.62	28.32	37.19	4.20	12.64	17.17	39.95	33.22	116.68	26.58	27.79	21.97	12.99	15.34	13.31	27.07
SL1344_0752	10.31	9.57	13.04	20.00	6.62	6.98	6.74	18.82	21.62	97.15	10.61	10.10	9.67	5.01	7.55	6.25	12.41
SL1344_0753	17.06	15.68	19.06	30.54	15.29	12.08	18.22	36.08	35.99	172.14	14.41	18.29	12.69	10.31	16.34	13.60	32.60
SL1344_0754	2.47	3.01	2.12	2.22	8.29	1.42	7.63	2.36	2.71	4.52	1.95	2.86	4.13	2.94	3.06	6.16	2.07
SL1344_0755	20.11	18.56	19.61	19.56	4.69	17.69	32.32	44.19	30.21	14.18	21.61	22.17	36.59	25.78	18.05	76.63	32.99
SL1344_0756	18.74	23.43	17.87	18.87	6.57	14.60	16.83	34.84	21.40	14.26	18.41	23.04	21.35	12.53	4.94	13.91	32.91
SL1344_0757	297.49	367.08	231.84	153.41	137.45	258.93	306.03	360.00	302.98	242.90	253.20	178.71	170.49	261.88	223.03	219.42	157.00
SL1344_0758	41.53	82.27	122.17	186.45	5.14	36.87	158.10	129.35	166.64	182.27	158.53	105.55	28.62	14.07	21.82	23.69	165.09
SL1344_0078	1.90	0.71	0.81	1.38	2.29	0.20	0.56	1.22	0.99	2.89	1.38	0.78	0.79	0.47	0.33	0.94	0.72
SL1344_0759	25.25	50.77	70.01	104.77	6.20	25.30	63.63	65.31	69.11	75.73	94.71	66.18	20.19	9.72	14.17	18.72	97.01
SL1344_0760	22.21	33.74	51.36	65.69	4.50	14.04	32.29	57.70	45.50	40.63	54.72	53.48	15.11	5.95	2.47	10.36	63.23
SL1344_0761	12.17	13.04	14.86	18.40	4.93	10.71	15.92	22.23	19.71	23.29	15.41	15.77	12.58	11.02	4.50	13.36	15.70
SL1344_0762	12.26	10.26	19.29	29.40	5.45	7.08	9.60	21.86	21.23	25.92	28.00	27.42	19.57	21.16	23.17	26.08	31.81
SL1344_0763	74.31	70.14	59.12	53.41	4.46	47.44	14.06	118.01	55.09	14.93	13.64	41.08	73.35	20.53	7.40	9.88	15.06
SL1344_0764	14.23	15.05	44.34	82.09	13.59	7.93	38.49	61.40	101.72	63.51	20.83	24.22	16.68	8.40	16.71	17.42	62.24
SL1344_0765	7.57	8.64	23.50	44.20	6.27	4.11	14.35	29.18	50.60	40.18	14.84	15.12	10.65	6.26	9.36	12.35	38.76
SL1344_0766	7.78	8.55	25.59	43.75	5.87	4.44	15.70	22.54	43.98	43.15	17.21	16.39	8.48	8.70	7.02	13.93	33.17
SL1344_0767	3.85	4.32	27.48	52.50	7.90	1.83	8.65	12.78	22.59	7.13	3.96	4.44	3.91	2.03	2.72	2.71	33.63
SL1344_0768	4.14	5.01	32.06	57.46	7.80	2.77	4.40	8.16	20.67	6.49	3.54	4.92	3.02	2.09	1.40	3.49	21.79
