SL1344_v1	EEP	MEP	LEP	ESP	LSP	25C	NaCl	Bile	Low_Fe	NoO2S	NoO2	Oxygen	NonSPI2	InSPI2	Peroxide	NO	Macrophage
SL1344_1533	6.42	5.65	5.02	15.00	13.09	8.96	24.41	4.96	9.09	11.04	6.81	6.00	14.21	686.56	37.36	114.56	522.65
SL1344_0149	4.48	2.03	1.92	2.67	4.03	0.67	3.06	2.99	2.44	3.13	2.18	2.30	5.18	3.19	1.82	3.82	5.21
SL1344_1534	34.29	30.00	24.11	14.37	3.56	19.02	9.25	42.38	8.02	9.05	16.16	21.95	26.51	12.11	3.26	11.00	19.01
SL1344_1535	23.00	20.74	14.37	16.86	5.28	18.58	37.22	38.45	20.75	24.24	26.43	15.15	19.53	17.29	11.05	20.86	24.98
SL1344_1536	11.66	12.59	9.81	7.00	7.41	5.83	41.17	19.49	11.85	2.90	7.46	6.80	11.77	6.63	2.22	14.52	8.66
SL1344_1537	43.06	50.23	79.70	143.31	76.80	39.97	30.40	91.07	89.60	91.71	64.55	51.10	54.67	28.35	30.92	69.04	51.33
SL1344_1538	32.32	27.82	32.30	48.21	3.74	18.29	16.44	46.19	41.70	36.23	42.29	56.29	41.57	26.62	14.06	61.87	54.48
SL1344_1539	16.16	15.79	19.82	22.52	15.69	10.09	10.50	26.19	23.72	26.91	21.38	24.84	17.79	18.35	10.27	58.19	50.83
SL1344_1540	3.01	2.06	4.38	7.82	8.91	0.79	7.56	3.06	4.04	4.98	8.20	8.61	5.86	6.63	3.76	26.48	8.78
SL1344_1541	6.79	7.48	9.69	16.37	6.93	4.94	9.09	15.22	12.74	25.02	15.67	13.20	8.36	7.66	12.87	14.78	25.85
SL1344_1542	1.44	0.52	1.57	6.75	4.95	0.00	0.43	0.77	0.73	2.62	0.91	0.24	0.91	0.36	0.62	1.01	3.24
SL1344_1543	1.14	0.23	1.76	7.28	1.50	0.31	0.43	0.51	1.06	4.52	0.73	0.38	0.31	0.90	0.76	1.04	7.17
SL1344_0150	19.08	14.44	11.86	12.21	9.60	7.63	20.01	17.66	14.46	27.11	7.69	14.96	138.47	65.67	124.22	68.03	35.20
SL1344_1544	1.86	0.89	1.74	5.99	4.68	0.73	0.51	1.40	1.46	2.50	1.92	2.40	1.54	1.72	0.87	2.09	9.78
SL1344_1545	1.51	0.56	1.50	3.67	3.88	0.75	0.74	1.15	0.46	1.94	1.86	1.45	1.10	1.25	0.73	2.22	13.13
SL1344_ncRNA_107	369.17	317.34	704.26	866.29	416.24	235.16	596.01	82.17	446.97	897.40	1103.18	1197.25	1175.58	1101.01	1139.24	1754.59	1362.84
SL1344_1546	1.91	1.49	3.40	7.62	5.51	0.79	1.09	3.10	1.88	3.58	2.96	4.62	2.22	3.00	1.71	6.10	12.08
SL1344_1547	0.71	0.72	2.52	5.51	2.95	0.68	0.38	1.58	1.06	2.32	3.77	4.96	2.24	1.20	0.34	3.01	6.55
SL1344_1548	3.57	3.37	5.77	11.08	5.02	2.60	6.80	5.05	12.08	11.86	11.37	11.14	7.31	9.17	11.00	15.29	16.24
SL1344_1549	15.13	17.71	26.43	21.38	15.71	8.64	39.36	25.30	23.23	24.15	31.64	26.12	18.59	19.48	48.11	46.83	34.19
SL1344_1550	6.73	4.81	4.76	5.59	2.55	1.57	3.18	4.21	2.36	1.06	1.47	5.74	7.83	2.72	1.24	4.50	12.23
SL1344_1551	13.29	16.28	10.43	6.64	5.45	4.33	7.27	13.15	6.36	1.53	2.37	12.19	13.21	4.29	0.93	6.36	17.75
SL1344_1552	36.58	35.56	37.19	34.17	4.37	25.99	13.21	57.48	32.20	11.69	22.64	39.77	28.77	14.82	4.87	17.16	20.41
SL1344_0151	407.66	451.92	51.69	85.89	11.43	757.18	65.20	291.90	39.37	46.30	407.62	172.59	120.23	81.88	23.96	75.00	133.62
SL1344_1553	9.11	7.76	18.86	34.42	7.75	5.41	8.63	12.63	8.36	9.98	15.04	17.53	10.81	8.82	2.90	10.35	17.29
SL1344_1554	3.68	3.97	29.20	60.32	16.50	1.15	14.14	14.55	15.56	21.03	15.37	12.13	3.39	3.04	2.19	6.64	18.32
SL1344_1555	7.86	12.12	93.50	47.47	63.93	4.19	163.60	36.47	350.67	11.33	7.38	67.52	40.86	45.46	53.94	82.08	157.93
SL1344_1556	6.91	26.73	88.95	142.44	5.26	7.61	39.04	56.79	106.82	48.04	37.26	23.36	7.72	1.64	1.84	2.43	7.94
SL1344_1557	21.82	13.67	12.05	22.45	5.22	14.05	16.78	35.98	12.68	6.82	11.58	20.51	14.30	13.61	46.16	17.46	39.68
SL1344_1558	51.60	44.69	28.20	23.65	1.75	50.89	50.39	95.95	27.41	7.82	14.61	37.83	21.68	19.05	196.19	13.69	38.89
SL1344_1559	8.01	6.16	51.30	87.42	19.82	4.50	14.60	4.62	1.67	4.87	14.61	36.14	13.00	73.86	4.13	17.22	290.34
SL1344_1560	3.95	1.18	1.15	3.16	8.41	0.60	3.00	0.30	1.04	1.50	0.95	0.89	0.68	3.24	2.83	3.47	4.68
SL1344_1561	2.15	0.53	0.81	5.35	6.29	0.42	5.94	0.47	0.61	1.04	0.94	0.78	1.51	229.25	286.63	334.28	284.19
SL1344_1562	7.28	4.91	4.16	4.17	5.43	4.49	3.13	6.22	4.34	4.26	2.38	5.86	7.32	20.50	10.70	10.09	26.19
SL1344_ncRNA_18	2.06	0.42	2.12	2.94	6.56	0.55	6.13	2.74	5.74	5.64	3.49	1.70	1.98	3.87	1.71	9.14	2.62
SL1344_1563	7.68	6.58	10.77	19.38	2.77	3.05	91.83	4.78	3.73	1.41	2.69	11.79	38.13	218.09	9.19	31.55	249.52
SL1344_1564	6.85	4.82	8.67	12.88	7.63	4.11	50.96	5.18	3.11	1.06	3.90	9.85	23.48	105.64	6.35	24.23	94.35
SL1344_1565	1.49	0.89	1.35	1.80	1.73	0.47	10.62	0.39	0.61	0.27	0.37	1.52	4.17	38.86	2.48	5.20	49.22
SL1344_1566	3.49	0.48	1.21	2.42	5.84	1.01	1.23	0.63	0.77	0.72	1.00	1.25	2.86	17.63	0.47	3.98	31.38
SL1344_1568	62.75	38.80	78.10	75.46	5.91	20.23	50.35	20.04	37.09	10.77	9.88	48.83	236.89	39.49	9.83	12.86	76.14
SL1344_ncRNA_108	14942.80	10195.55	6722.08	8334.42	7866.39	3332.44	7902.81	6929.86	12868.41	13433.76	4569.00	3239.69	27326.26	11195.98	16033.47	19032.46	1828.46
SL1344_1569	32.10	35.70	31.24	36.35	11.25	29.64	17.81	57.32	34.92	21.94	33.80	47.77	46.50	31.46	6.14	38.27	40.26
SL1344_1570	28.33	21.62	20.76	24.92	7.53	25.00	15.68	34.86	18.75	44.09	25.03	32.25	22.96	14.98	14.74	20.33	24.53
SL1344_1571	30.95	23.78	23.15	25.97	15.43	23.61	18.92	39.37	22.78	31.22	27.39	36.98	24.91	11.75	13.55	16.80	24.60
SL1344_0152	379.22	491.00	57.15	108.43	6.51	415.34	115.96	899.09	219.35	57.24	362.73	327.55	130.91	71.42	39.08	61.84	125.22
SL1344_1572	7.96	8.71	7.00	12.72	4.68	6.24	4.74	19.45	12.83	8.56	10.13	10.97	9.05	3.83	4.67	7.55	14.30
SL1344_1573	23.74	21.87	26.21	32.10	14.21	24.67	23.68	25.73	14.79	13.93	29.13	32.16	31.47	45.99	13.43	49.24	115.23
SL1344_1574	12.32	12.28	11.07	14.46	5.78	13.56	8.88	20.75	8.78	6.65	14.13	19.23	16.27	27.91	6.61	15.73	80.64
SL1344_1575	23.19	26.89	22.17	21.74	2.21	22.03	13.13	26.88	11.33	19.95	22.11	32.24	19.65	56.17	6.99	28.13	118.41
SL1344_1576	14.37	15.42	11.91	9.85	4.09	15.54	7.98	15.31	7.08	10.90	14.57	15.49	12.36	33.21	7.11	18.01	72.24
SL1344_1577	38.69	58.97	26.75	37.58	19.06	44.01	37.44	84.23	57.27	60.26	31.34	71.92	21.52	26.59	17.32	49.74	41.63
SL1344_1578	23.65	19.82	16.37	15.49	16.15	18.43	29.43	36.53	13.29	18.11	24.42	38.32	11.53	18.92	10.15	18.99	107.07
SL1344_1579	33.14	24.33	64.94	84.71	6.99	22.16	65.51	109.97	84.74	33.41	54.93	81.51	61.26	71.49	9.98	58.94	182.96
SL1344_1580	10.52	11.74	9.93	11.54	27.19	11.77	44.35	20.27	8.24	19.28	11.85	17.22	4.87	17.69	27.66	39.60	34.77
SL1344_1581	9.11	6.66	7.27	8.84	7.69	7.80	12.44	21.88	3.92	4.33	11.11	15.14	6.77	13.98	12.27	24.78	33.05
SL1344_0153	437.81	548.17	70.38	135.93	6.76	517.58	156.77	1167.05	329.18	124.50	445.87	439.19	172.53	76.15	69.55	66.78	102.95
SL1344_ncRNA_109	42.21	84.29	108.99	134.58	50.73	99.37	87.38	53.49	70.48	56.99	77.58	172.52	88.32	88.15	56.33	82.23	112.89
SL1344_1582	19.68	40.45	204.29	459.45	14.71	18.20	190.48	103.85	187.95	1102.00	508.36	56.75	47.83	13.35	72.30	24.59	49.98
SL1344_1583	77.88	94.46	81.20	77.24	22.27	61.47	132.89	108.24	92.73	121.12	88.47	80.88	95.90	114.30	124.41	90.28	159.35
SL1344_1584	47.83	51.69	28.05	14.81	12.64	40.35	12.54	84.87	9.33	27.36	26.91	26.01	29.81	16.37	2.40	9.14	41.78
SL1344_1585	33.99	34.08	24.12	16.49	4.70	30.58	5.88	31.58	8.70	10.24	11.00	20.84	24.09	17.78	3.94	9.19	33.56
SL1344_1586	17.16	14.02	12.70	17.81	10.92	28.45	6.26	17.04	4.67	3.42	15.13	18.83	12.58	13.32	3.77	20.84	26.15
SL1344_ncRNA_110	33.43	55.89	107.28	1662.06	30.35	53.22	59.24	84.87	63.53	9540.42	10092.40	69.75	62.78	69.52	19.85	105.11	130.90
SL1344_1587	13.72	12.63	12.65	16.43	14.27	11.44	15.31	21.69	15.79	18.79	18.50	23.92	16.49	18.50	9.45	27.96	52.47
SL1344_1588	9.12	9.52	15.25	12.78	3.97	3.65	5.38	16.38	15.13	7.03	8.44	17.07	13.43	12.48	4.67	34.65	15.23
SL1344_1589	18.82	18.83	21.59	24.84	6.10	12.81	15.70	35.34	25.98	31.06	20.57	26.49	30.83	17.62	21.14	33.24	37.56
SL1344_0154	458.63	587.58	315.49	307.35	13.78	719.99	392.69	1082.08	536.66	98.60	412.28	523.37	306.41	137.31	87.02	130.53	176.80
SL1344_1590	16.83	20.71	42.93	54.55	27.12	15.84	42.91	29.22	32.32	44.39	134.78	71.02	27.70	46.85	23.52	75.29	110.50
SL1344_1591	245.90	257.47	229.36	156.91	78.79	275.40	187.47	383.17	216.74	127.12	131.34	216.54	253.02	190.76	163.12	148.25	251.79
SL1344_1592	51.05	52.39	95.25	175.15	67.01	55.75	86.16	95.64	84.64	376.27	182.77	114.57	81.42	69.62	124.31	118.13	139.70
SL1344_1593	166.83	253.18	236.90	253.54	48.36	137.91	467.50	195.70	402.24	337.74	208.37	224.24	216.12	178.08	264.73	166.90	289.62
SL1344_1594	16.69	15.01	10.83	13.00	3.97	8.83	10.78	19.37	9.70	17.44	20.15	12.72	10.88	9.97	6.16	10.32	20.83
SL1344_1595	11.63	12.53	13.98	19.07	10.10	9.98	38.50	25.12	19.34	45.28	35.19	19.31	14.45	9.37	9.40	14.63	14.47
SL1344_1596	7.21	4.74	4.65	7.52	43.71	4.51	57.81	10.92	3.92	136.87	27.70	6.58	3.80	2.86	3.42	2.98	11.11
SL1344_1597	1.38	1.17	1.88	2.08	3.57	0.46	7.08	1.54	0.94	0.88	0.61	2.00	1.74	0.99	1.25	1.31	2.00
SL1344_1598	1.47	0.78	1.39	1.66	5.66	0.41	4.75	0.52	0.90	0.59	1.07	1.47	1.33	1.82	0.84	3.65	1.64
SL1344_1599	1.98	0.16	0.64	1.63	4.04	0.22	0.42	0.61	0.30	0.54	0.86	0.88	0.82	0.56	0.70	1.29	1.92
SL1344_0155	14.92	10.99	3.10	2.04	4.24	32.65	6.73	21.09	1.84	0.69	2.88	3.55	4.35	3.02	0.56	1.29	2.49
SL1344_1600	1.67	0.31	0.91	2.10	4.70	0.51	3.53	0.59	0.79	0.46	0.73	2.14	1.15	0.77	1.58	2.08	1.10
SL1344_1602	26.57	19.64	72.36	141.09	66.40	10.37	170.41	61.48	19.52	16.48	40.91	99.32	219.54	453.23	240.27	271.44	307.96
SL1344_1603	12.39	10.24	11.26	17.67	19.68	10.82	13.17	25.83	17.04	26.93	13.41	17.97	10.61	13.48	13.03	9.21	24.64
SL1344_1604	6.75	4.52	4.01	6.88	6.12	2.62	7.69	8.34	4.30	10.76	3.93	6.66	6.06	2.82	7.69	4.77	11.39
SL1344_1605	7.65	6.66	5.79	9.17	23.22	3.61	26.14	14.70	6.49	4.25	4.87	8.04	8.73	5.65	10.93	10.35	24.05
SL1344_1606	25.79	24.24	26.77	33.66	8.04	19.86	14.98	26.92	21.90	16.98	25.32	35.12	27.95	23.71	10.13	32.26	34.95
SL1344_1607	4.11	3.88	3.83	5.53	11.91	2.47	8.58	7.25	3.79	9.50	5.64	6.51	5.12	3.40	4.48	7.07	12.00
SL1344_1608	1.52	0.14	0.36	1.41	3.24	0.09	1.03	0.46	1.04	1.05	0.81	0.57	0.71	0.65	0.75	1.30	1.35
SL1344_1609	23.13	24.39	31.10	48.22	9.33	11.50	26.44	43.33	37.71	75.96	33.70	33.93	25.30	27.45	16.48	31.86	171.04
SL1344_0015	11.20	8.13	6.88	6.39	10.15	3.24	8.33	6.63	6.29	20.73	5.15	6.02	3.21	4.10	4.50	4.99	13.29
SL1344_0156	1.22	0.90	0.56	0.85	1.60	0.87	1.81	1.35	1.51	3.09	0.69	0.67	1.23	1.72	1.48	1.94	3.37
SL1344_1610	7.67	8.40	11.48	14.72	9.35	9.55	12.14	9.70	15.79	10.87	18.53	18.08	14.68	8.30	5.06	18.22	6.77
SL1344_1611	9.65	6.20	10.03	18.95	6.93	4.89	10.77	11.60	5.80	12.76	14.19	14.36	12.95	24.27	14.93	17.61	131.31
SL1344_1612	423.16	352.48	250.12	243.68	30.94	410.94	896.90	345.17	465.33	164.13	141.08	426.76	421.72	293.56	244.26	243.47	364.34
SL1344_1613	27.46	23.12	21.27	28.97	17.23	27.69	27.44	40.73	25.13	66.00	38.54	26.83	23.87	16.28	22.58	26.77	65.98
SL1344_1614	11.13	9.74	14.36	17.18	5.11	4.61	27.92	19.36	52.40	14.27	10.53	22.96	11.86	18.13	7.59	17.74	100.29
SL1344_1615	10.16	11.45	12.43	16.74	3.43	5.32	30.82	19.72	55.64	10.65	10.97	22.10	10.54	20.86	5.86	18.05	127.97
SL1344_1616	34.76	46.80	106.50	184.67	20.52	31.99	110.33	119.24	309.69	536.14	173.98	102.45	45.01	284.57	69.68	201.58	563.98
SL1344_1617	12.66	9.84	14.89	19.05	7.18	11.42	32.88	16.03	11.30	12.55	11.56	42.61	11.55	9.01	18.11	18.61	487.63
SL1344_1618	14.13	9.06	19.92	22.71	8.22	7.65	32.61	15.89	9.98	7.89	13.47	50.42	13.04	10.24	18.88	19.24	485.25
SL1344_1619	14.04	16.55	27.26	27.95	16.13	9.58	59.20	21.33	16.66	10.47	17.94	79.62	20.70	11.02	23.59	31.49	735.42
SL1344_1620	47.77	32.71	46.60	55.27	9.64	25.83	100.33	44.20	27.82	16.82	17.54	136.60	28.10	12.37	19.25	16.80	734.90
SL1344_1621	7.08	5.97	6.06	7.45	5.22	3.42	12.80	11.43	7.62	9.77	7.99	8.88	5.81	2.88	7.02	4.92	6.25
SL1344_1622	26.71	29.10	21.21	18.15	7.38	21.50	25.86	38.23	15.57	11.38	25.57	27.72	21.00	17.35	3.66	21.34	15.99
SL1344_1623	20.94	19.41	14.69	13.46	5.61	17.30	13.99	28.29	12.78	5.66	17.76	18.18	14.02	12.37	2.49	17.58	8.71
SL1344_1624	25.68	24.04	18.48	16.33	7.44	21.70	14.09	31.25	16.60	6.48	22.04	24.22	21.09	18.56	5.16	17.45	12.72
SL1344_1625	28.22	26.22	19.85	21.15	4.07	21.03	10.24	46.80	22.42	8.37	24.03	28.36	24.93	22.34	6.51	17.02	13.88
SL1344_1626	18.64	18.07	12.69	10.91	4.86	10.86	5.93	21.77	13.33	5.70	16.40	18.31	13.31	13.69	6.55	11.83	12.73
SL1344_1627	18.25	15.36	11.05	10.80	22.74	25.74	45.96	18.66	9.71	14.10	12.43	11.34	28.55	38.90	9.21	28.90	62.05
SL1344_1628	2.43	2.08	2.72	15.92	7.67	2.06	16.44	1.92	1.14	5.62	6.50	3.98	5.50	423.83	129.86	468.57	331.64
SL1344_1629	0.72	0.73	0.92	8.02	6.05	0.48	3.34	0.40	0.42	2.73	1.14	0.59	2.71	251.00	90.93	426.09	59.90
SL1344_0159	31.82	60.62	173.24	161.04	8.67	46.91	121.12	129.54	128.57	58.09	92.61	218.93	118.08	48.20	49.65	79.00	111.00
SL1344_1630	18.68	13.48	20.60	22.37	14.10	23.26	10.39	14.07	18.97	32.35	26.65	22.55	15.66	188.68	86.56	300.07	94.48
SL1344_1631	324.36	287.24	223.78	190.04	15.13	246.67	141.59	395.87	211.10	74.77	160.61	233.42	220.92	273.07	103.28	268.81	266.97
SL1344_1632	15.19	14.46	13.01	23.45	7.01	6.44	20.14	13.41	16.07	31.65	16.11	14.43	75.27	31.48	33.91	67.70	19.67
SL1344_1633	71.64	63.78	51.62	34.96	4.02	65.66	20.75	111.40	37.97	16.52	29.27	57.94	114.79	67.06	16.03	51.04	54.26
SL1344_1634	5.64	5.54	10.32	10.86	6.71	5.41	11.75	9.21	12.84	14.35	12.72	14.57	8.11	9.71	14.84	24.60	9.54
SL1344_1635	60.26	57.03	68.21	82.57	184.33	41.25	110.12	71.72	112.15	171.94	130.52	113.28	92.27	57.69	141.61	92.49	78.45
SL1344_1636	25.27	21.96	22.09	27.49	11.13	36.42	11.12	35.66	27.79	32.48	38.95	51.53	37.35	29.81	18.38	41.36	36.08
SL1344_1637	20.62	18.19	109.25	245.97	129.81	13.39	309.61	84.73	17.46	54.68	139.36	193.10	24.11	29.57	44.80	51.13	737.19
SL1344_1638	65.19	49.66	29.19	17.98	3.88	43.19	9.53	63.00	17.63	11.99	11.28	22.63	36.17	20.86	6.38	14.13	19.37
SL1344_1639	46.52	39.26	26.19	16.32	11.52	44.27	16.70	48.48	12.25	10.34	10.81	21.39	30.02	20.78	7.10	15.22	21.01
SL1344_0160	53.91	118.23	109.22	62.49	43.19	181.50	377.11	210.06	158.92	68.93	82.84	122.68	92.73	236.11	67.82	159.81	53.14
SL1344_1640	45.26	41.46	46.91	43.63	5.72	47.82	62.78	82.45	55.15	43.55	68.85	78.89	51.29	42.15	8.04	50.08	97.49
SL1344_1641	114.65	91.62	100.18	97.95	18.57	113.73	214.49	137.54	92.08	84.38	132.69	158.21	111.55	84.55	49.38	86.50	256.43
SL1344_1642	7.65	7.32	13.97	25.90	26.01	9.10	32.52	16.43	14.07	28.52	23.63	25.43	16.59	26.31	20.89	45.83	41.43
SL1344_1643	60.83	59.40	47.92	41.15	6.63	45.26	49.40	107.70	53.00	63.76	50.68	55.15	42.96	29.97	33.47	34.50	67.21
SL1344_1644	5.06	4.21	26.17	38.49	23.88	3.95	28.13	10.72	7.78	8.47	16.37	43.16	12.22	11.98	206.44	45.67	35.63
SL1344_1644A	169.04	136.65	118.17	154.35	49.39	81.16	83.06	156.56	96.79	326.70	170.82	80.87	216.33	196.36	490.71	107.07	268.33
SL1344_1645	21.49	18.96	39.59	60.98	108.31	25.56	30.17	37.71	24.52	58.48	46.30	57.44	49.92	20.53	75.28	54.59	70.83
SL1344_1646	76.15	61.62	55.17	54.45	6.68	82.81	68.26	105.12	59.49	13.32	30.53	67.04	61.59	27.93	7.09	32.61	64.60
SL1344_1647	245.05	295.32	280.05	230.42	38.14	172.05	490.69	281.86	332.41	176.34	337.05	275.99	66.16	74.05	58.26	61.01	169.04
SL1344_1648	28.30	26.23	25.71	28.84	5.99	26.76	26.84	52.29	36.74	23.26	25.79	38.26	35.38	25.52	26.48	23.44	99.31
SL1344_0161	43.63	43.47	65.18	70.52	35.59	31.54	87.12	68.17	63.70	324.16	61.15	61.59	29.28	26.02	56.61	39.78	54.21
SL1344_1649	21.35	24.35	36.35	41.49	4.91	11.51	30.92	62.32	54.53	21.83	14.23	38.57	31.74	11.05	6.38	12.34	38.80
SL1344_1650	26.23	23.92	39.43	67.90	8.67	16.30	45.96	70.95	85.63	28.65	29.67	55.87	39.67	17.93	35.91	25.71	37.27
SL1344_1651	161.65	141.12	69.27	34.48	4.95	201.54	39.73	198.14	12.03	23.67	35.73	53.87	92.92	50.14	11.40	24.22	84.97
SL1344_1652	31.17	29.68	35.57	39.45	10.20	24.65	26.78	48.43	31.30	59.88	51.20	45.21	37.97	20.80	40.02	48.45	41.48
SL1344_1653	29.44	23.62	27.10	36.22	20.50	22.71	31.19	42.34	32.53	58.78	37.65	39.04	31.43	18.64	31.92	31.07	30.64
SL1344_1654	3.29	1.12	1.90	2.07	3.66	1.26	1.53	2.01	0.76	0.63	0.78	1.36	29.83	11.03	35.19	6.43	252.07
SL1344_1655	3.22	1.51	2.00	2.72	2.53	2.05	3.52	3.04	1.73	2.08	1.67	3.69	27.44	14.18	20.68	6.55	268.32
SL1344_1656	5.06	4.26	4.37	6.30	2.17	3.98	5.19	9.45	5.55	4.46	6.52	8.37	46.73	24.18	16.15	13.64	299.89
SL1344_1657	6.14	4.52	5.62	8.83	3.68	5.83	7.31	11.00	4.82	7.13	7.54	10.37	58.30	33.48	26.12	29.10	288.74
SL1344_1658	7.49	5.32	6.21	9.13	5.15	8.95	8.30	9.20	6.67	8.12	8.37	9.48	54.79	37.12	26.29	36.95	204.45
SL1344_0162	4.78	8.53	5.08	7.98	4.99	2.43	159.20	83.81	117.62	298.35	2.64	3.40	1.95	1.11	2.13	1.84	4.03
SL1344_1659	3.88	4.64	26.29	276.67	4686.23	8.96	349.19	3.53	4.92	1.07	46.78	77.00	8.01	12.18	17.89	61.65	50.39
SL1344_1660	0.51	0.39	3.94	73.33	166.27	1.37	130.15	0.28	0.15	0.39	7.45	23.01	3.16	3.30	0.74	5.16	16.12
SL1344_1661	0.63	0.64	4.13	48.88	122.09	1.02	52.65	0.28	0.44	1.93	4.98	14.06	2.88	2.19	4.01	5.27	6.62
SL1344_1662	4.17	4.67	8.27	46.12	129.82	6.36	28.44	4.06	2.63	3.67	8.38	17.41	9.00	6.83	4.13	8.95	11.00
SL1344_ncRNA_111	7.41	6.25	19.04	103.94	2447.83	13.21	20.68	12.34	7.18	7.52	14.41	32.67	10.19	17.44	7.18	15.46	27.74
SL1344_1663	8.05	8.66	42.93	898.89	23.97	4.98	6.74	18.00	15.09	290.05	130.47	27.96	13.15	11.76	15.81	22.57	15.44
SL1344_1664	26.70	30.90	39.48	46.41	10.43	23.59	18.33	49.78	35.47	35.07	36.92	42.44	34.76	25.56	9.51	41.97	61.57
SL1344_1665	62.22	52.86	61.81	67.52	7.54	51.65	32.64	78.42	51.03	31.43	62.89	71.80	60.57	94.30	45.39	61.29	494.49
SL1344_1666	69.21	62.73	60.41	56.03	10.84	54.63	20.83	80.84	33.51	30.82	61.17	65.69	70.71	96.25	26.53	82.45	516.59
SL1344_1667	67.73	73.29	54.45	45.31	6.61	52.67	17.28	88.04	20.66	35.82	20.55	40.77	55.07	29.64	11.71	24.42	79.14
SL1344_0163	4.60	8.08	4.89	9.99	2.75	0.54	58.09	72.33	88.90	251.45	3.05	3.84	2.36	0.63	1.64	2.07	4.80
SL1344_1668	60.68	40.01	5.21	7.55	4.88	46.11	27.90	35.95	121.58	8.72	15.53	39.52	55.20	7.61	22.14	8.38	58.92
SL1344_1669	46.42	44.59	65.04	162.69	21.16	38.29	107.35	66.26	169.43	84.83	102.40	69.40	81.01	53.60	24.88	57.04	73.28
SL1344_ncRNA_112	400.33	562.86	434.74	259.79	44.18	517.51	351.73	575.62	429.99	117.67	644.89	331.15	298.20	637.49	240.23	298.25	229.52
SL1344_1670	9.72	8.51	11.00	13.70	6.10	7.47	13.17	15.58	12.42	9.24	15.49	16.18	15.37	7.28	4.86	10.54	11.89
SL1344_1671	113.58	71.35	73.56	61.81	8.97	96.03	94.41	147.84	91.19	47.52	75.98	125.04	89.13	47.15	12.81	38.55	78.92
SL1344_1672	12.23	12.39	16.32	18.16	8.70	7.03	7.18	11.67	10.21	11.74	14.02	16.09	13.61	13.20	3.75	13.88	20.81
SL1344_1673	34.28	38.53	72.04	79.87	9.06	26.17	35.46	45.75	29.06	24.72	39.15	44.25	33.17	28.70	18.02	24.21	68.72
SL1344_1674	10.52	9.43	45.44	67.14	4.25	5.54	5.10	18.84	9.41	10.77	22.80	30.68	22.54	13.76	3.66	11.94	65.30
SL1344_1675	11.74	9.52	42.89	58.52	8.36	6.52	6.97	16.49	11.26	18.62	17.03	26.54	20.91	16.20	5.00	13.56	76.49
SL1344_1676	9.56	9.40	46.93	68.74	5.17	6.63	6.10	14.19	11.03	11.68	20.73	22.44	22.90	18.51	3.83	13.35	78.04
SL1344_0164	20.64	23.15	18.58	24.04	5.39	14.15	74.86	70.81	89.05	314.49	18.22	15.50	15.41	12.35	14.55	12.08	18.05
SL1344_1677	15.90	16.85	84.74	126.27	5.79	9.92	19.20	34.56	29.16	37.45	49.14	50.32	42.55	39.97	13.86	21.51	109.38
SL1344_1678	0.82	1.24	0.70	1.94	1.92	0.27	1.52	0.91	0.24	1.56	1.08	0.68	2.67	9.14	0.68	3.61	56.34
SL1344_ncRNA_113	63.39	55.97	68.93	71.12	134.90	52.16	104.34	48.75	48.18	112.55	104.33	40.32	119.07	33.15	52.01	58.29	41.34
SL1344_1679	22.53	21.00	16.75	8.12	6.89	27.87	4.80	18.08	3.46	6.19	11.69	9.27	12.49	13.00	1.90	9.49	16.32
SL1344_1680	59.15	18.26	30.46	63.04	25.25	9.84	18.51	37.42	43.53	216.79	147.14	37.30	69.31	44.44	131.92	28.45	48.53
SL1344_1681	61.19	44.37	33.61	32.47	8.10	45.92	47.63	56.41	49.83	22.01	32.02	28.05	46.81	32.82	11.42	28.67	38.60
SL1344_1682	4110.32	4429.10	3061.06	3428.37	351.21	4439.44	4219.32	2963.21	4322.18	2290.28	2652.06	2333.72	2992.24	3007.54	956.70	1683.76	3011.56
SL1344_1683	84.85	75.33	86.08	98.80	25.46	92.95	93.28	114.20	77.10	47.78	112.53	134.23	76.70	67.90	33.27	76.51	119.26
SL1344_1684	27.32	24.65	37.63	36.02	12.90	25.09	20.05	47.31	28.51	15.14	37.52	65.87	43.55	41.27	12.06	50.18	52.52
SL1344_1685	31.50	28.31	45.58	54.22	11.98	20.40	34.98	56.19	36.28	27.21	49.75	85.40	47.97	36.34	14.45	43.61	61.23
SL1344_0165	63.70	68.92	53.50	62.58	7.69	52.83	149.52	121.62	157.04	376.05	80.90	62.08	56.54	37.63	60.46	42.12	45.99
SL1344_1686	53.97	52.53	47.20	36.20	10.12	44.24	27.91	56.52	42.69	24.32	41.49	51.11	70.87	38.49	9.20	24.34	35.06
SL1344_1687	40.41	33.90	46.12	47.73	9.87	27.73	20.00	52.94	32.26	30.17	33.57	50.88	72.64	41.34	16.73	30.86	53.72
SL1344_1688	6.83	5.60	9.77	12.38	9.06	4.13	13.53	12.28	10.73	18.94	17.09	13.42	7.43	7.99	6.37	21.06	13.78
SL1344_ncRNA_114	6.51	8.48	9.30	23.31	13.67	2.90	38.67	26.18	20.91	7.08	14.15	12.82	62.30	9.98	49.50	165.78	7.63
SL1344_1689	3.60	2.11	3.74	136.13	9.07	0.89	2.12	1.69	2.09	286.33	6.74	3.29	3.07	2.38	2.36	5.83	7.64
